Gross,Lead male,Lead female,Age Lead,Difference in words lead and co-lead,Year,Number words female,Number of male actors,Age women,Number of female actors,Title,Total words,Number words male,Age Co-Lead,Age men,Lead,Number of words lead,Mean Age Male,Mean Age Female
96.0,Henry Hill,Karen Hill,36.0,5528,1990,2850,7,"[5.0, 36.0, 44.0]",4,Goodfellas,13906,3157,36.0,"[51.0, 36.0, 47.0, 52.0, 47.0]",Male,7899.0,46.6,28.333333333333332
38.0,Miller,Lawrie Dayne,40.0,1722,2010,750,12,[42.0],1,Green Zone,7421,4199,42.0,"[47.0, 30.0, 55.0, 40.0, 41.0]",Male,2472.0,42.6,42.0
73.0,Dr. Samuel Loom,Laurie Strode,18.0,472,2007,572,5,"[18.0, 28.0]",3,Halloween,3677,1827,64.0,"[64.0, 57.0, 43.0, 11.0]",Female,1278.0,43.75,23.0
37.0,Sheriff Ben Mee,Rachel Carruthe,25.0,182,1988,783,5,"[11.0, 23.0, 25.0]",5,Halloween 4: The Return of Michael Myers,3296,1655,44.0,"[69.0, 58.0, 65.0, 36.0, 44.0]",Female,858.0,54.4,19.666666666666668
45.0,Freddie Harris,Sara Moyer,30.0,220,2002,1774,5,"[21.0, 22.0, 29.0, 25.0]",4,Halloween: Resurrection,3788,1160,25.0,"[30.0, 24.0, 19.0, 32.0, 18.0]",Male,854.0,24.6,24.25
11.0,Moses Baxter,Jill,29.0,379,1990,661,5,[26.0],1,Hardware,3053,1352,26.0,"[43.0, 48.0, 42.0, 29.0, 29.0]",Male,1040.0,38.2,26.0
350.0,Harry Potter,Hermione Grange,20.0,1633,2009,2015,10,"[18.0, 19.0, 22.0, 18.0]",4,Harry Potter and the Half-Blood Prince,12708,7809,19.0,"[22.0, 20.0, 20.0, 69.0, 60.0, 63.0, 46.0, 21.0, 59.0]",Male,2884.0,42.22222222222222,19.25
2.0,J.D.,Veronica,17.0,1717,1988,2673,11,"[21.0, 17.0, 40.0, 17.0, 41.0]",6,Heathers,10804,4155,19.0,"[52.0, 20.0, 36.0, 19.0, 22.0, 31.0, 23.0, 23.0, 52.0]",Female,3976.0,30.88888888888889,27.2
2.0,Henry Poole,Esperanza Marti,37.0,929,2008,1786,3,"[52.0, 43.0, 8.0]",4,Henry Poole Is Here,4672,875,52.0,"[70.0, 47.0, 37.0]",Male,2011.0,51.333333333333336,34.333333333333336
27.0,Theodore,Samantha,39.0,566,2013,5216,4,"[39.0, 29.0, 28.0, 29.0, 40.0]",5,Her,10118,661,29.0,"[43.0, 34.0, 39.0]",Male,4241.0,38.666666666666664,33.0
40.0,John Bubber,Gale Gayley,36.0,944,1992,1261,12,"[21.0, 30.0, 27.0, 36.0]",4,Hero,8174,4370,36.0,"[33.0, 29.0, 34.0, 38.0, 17.0, 36.0, 55.0, 49.0, 41.0, 43.0]",Female,2543.0,37.5,28.5
6.0,Whitfield Cook,Alma Reville,67.0,1331,2012,589,6,"[67.0, 40.0, 30.0]",3,Hitchcock,4073,1695,50.0,"[37.0, 65.0, 54.0, 69.0, 44.0, 50.0]",Female,1789.0,53.166666666666664,45.666666666666664
97.0,Stanley,The Warden,17.0,1510,2003,829,7,[54.0],1,Holes,7158,3990,54.0,"[39.0, 65.0, 17.0, 17.0, 14.0]",Male,2339.0,30.4,54.0
22.0,Clive Rohan,Grace Rohan,46.0,371,1987,1733,6,"[23.0, 46.0, 35.0]",5,Hope and Glory,6833,3599,37.0,"[37.0, 27.0, 59.0, 70.0, 46.0]",Female,1501.0,47.8,34.666666666666664
17.0,Rod Kimble,Denise,29.0,7665,2007,1793,5,"[31.0, 58.0]",3,Hot Rod,12030,1699,31.0,"[65.0, 30.0, 31.0, 29.0]",Male,8538.0,38.75,44.5
69.0,Stephen H. Pric,Sara Wolfe,48.0,471,1999,1816,3,"[26.0, 23.0]",2,House on Haunted Hill,6097,2244,23.0,"[28.0, 48.0, 29.0]",Male,2037.0,35.0,24.5
33.0,George,Lisa,34.0,285,2010,1175,4,"[37.0, 34.0, 34.0]",4,How Do You Know,11918,6739,41.0,"[73.0, 41.0, 42.0, 56.0]",Female,4004.0,53.0,35.0
56.0,Dr. George Wagg,Karen White,33.0,701,1981,1207,10,"[33.0, 33.0, 30.0, 34.0]",4,The Howling,6077,3384,59.0,"[35.0, 59.0, 28.0, 75.0, 67.0, 39.0, 44.0, 62.0]",Female,1486.0,51.125,32.5
7.0,Lester Farley,Faunia Farley,36.0,416,2003,2062,7,"[26.0, 36.0, 70.0, 53.0, 20.0, 52.0, 31.0]",8,The Human Stain,6199,2756,53.0,"[54.0, 53.0, 51.0, 39.0, 48.0, 41.0]",Female,1381.0,47.666666666666664,41.142857142857146
15.0,Richard Cooper,Nikki Tru,42.0,2402,2007,2709,4,"[30.0, 25.0]",2,I Think I Love My Wife,8482,804,30.0,"[50.0, 64.0, 42.0, 41.0]",Male,4969.0,49.25,27.5
74.0,Ed,Paris,37.0,116,2003,1027,6,"[26.0, 31.0]",2,Identity,4167,2170,31.0,"[37.0, 44.0, 44.0, 30.0, 49.0, 32.0]",Male,970.0,39.333333333333336,28.5
0.0,Joe Bauers,Rita,35.0,2829,2006,1400,8,[34.0],3,Idiocracy,8229,2886,34.0,"[31.0, 35.0, 55.0, 38.0]",Male,3943.0,39.75,34.0
44.0,Simon Stein,Maggie,33.0,2231,2005,5072,4,"[71.0, 33.0, 81.0, 33.0, 60.0]",5,In Her Shoes,9791,1622,34.0,"[47.0, 76.0, 61.0, 34.0]",Female,3097.0,54.5,55.6
8.0,Hank Deerfield,Det. Emily Sand,61.0,491,2007,2507,14,"[32.0, 55.0, 61.0]",3,In the Valley of Elah,7933,2808,32.0,"[67.0, 39.0, 29.0, 46.0, 61.0, 40.0, 41.0, 48.0, 25.0, 27.0, 27.0, 25.0]",Male,2618.0,39.583333333333336,49.333333333333336
38.0,Mark Whitacre,Ginger Whitacre,39.0,7523,2009,649,9,"[32.0, 48.0]",2,The Informant!,12004,3297,32.0,"[40.0, 38.0, 55.0, 39.0, 50.0, 39.0]",Male,8058.0,43.5,40.0
140.0,Col. Hans Landa,Shosanna,53.0,2365,2009,2050,16,[26.0],3,Inglourious Basterds,14698,8785,26.0,"[53.0, 31.0, 46.0, 44.0, 47.0, 51.0, 46.0, 32.0, 33.0, 32.0, 61.0, 33.0, 28.0, 37.0, 37.0]",Male,3863.0,40.733333333333334,26.0
7.0,Craig,Noelle,18.0,3622,2010,1613,8,"[43.0, 45.0, 22.0, 19.0]",4,It's Kind of a Funny Story,8565,2761,19.0,"[41.0, 18.0, 44.0, 44.0, 51.0, 41.0]",Male,4191.0,39.833333333333336,32.25
0.0,Jack,Connie,43.0,544,2010,2881,2,"[42.0, 41.0]",2,Jack Goes Boating,5292,232,42.0,"[44.0, 43.0]",Male,2179.0,43.5,41.5
116.0,Mike Brody,Dr. Kathryn 'Ka,29.0,376,1983,1953,3,"[30.0, 22.0]",2,Jaws 3-D,5357,1469,30.0,"[29.0, 31.0, 22.0]",Male,1935.0,27.333333333333332,26.0
46.0,Michael Brody,Ellen Brody,27.0,286,1987,2451,6,"[50.0, 34.0, 64.0, 9.0]",4,Jaws: The Revenge,8081,3712,50.0,"[54.0, 30.0, 27.0, 30.0, 26.0]",Male,1918.0,33.4,39.25
50.0,Scott 'Scotty' ,Bus Driver Bett,25.0,802,2003,1157,10,"[46.0, 21.0, 28.0, 26.0]",4,Jeepers Creepers II,5705,3416,46.0,"[27.0, 25.0, 27.0, 56.0, 24.0, 30.0, 25.0]",Male,1132.0,30.571428571428573,30.25
434.0,Ian Malcolm,Sarah Harding,45.0,352,1997,1596,7,"[13.0, 37.0]",2,The Lost World: Jurassic Park,7462,4207,37.0,"[42.0, 45.0, 74.0, 27.0, 43.0, 51.0]",Male,1659.0,47.0,25.0
235.0,Daniel,Lucille,23.0,1531,1984,1121,6,[37.0],2,The Karate Kid,7369,3730,37.0,"[23.0, 21.0, 38.0, 52.0, 45.0, 50.0]",Male,2518.0,38.166666666666664,37.0
1.0,Lucien Carr,Naomi Ginsberg,27.0,1615,2013,476,7,"[24.0, 51.0]",3,Kill Your Darlings,4155,1858,51.0,"[42.0, 69.0, 31.0, 49.0, 27.0, 83.0]",Male,1821.0,50.166666666666664,37.5
1.0,Peter Sanderson,Kathy Sheppard,35.0,915,1992,2702,9,"[11.0, 27.0]",3,Knight Moves,8746,2798,27.0,"[69.0, 11.0, 32.0, 76.0, 35.0, 44.0]",Male,3246.0,44.5,19.0
77.0,Prot,Rachel Powell,42.0,2941,2001,1338,11,"[58.0, 32.0]",3,K-PAX,8581,3461,32.0,"[29.0, 57.0, 29.0, 49.0, 50.0, 27.0, 42.0, 61.0, 60.0]",Male,3782.0,44.888888888888886,45.0
367.0,Ted Kramer,Joanna Kramer,42.0,3808,1979,1878,7,"[30.0, 31.0]",2,Kramer vs. Kramer,9986,2772,30.0,"[48.0, 35.0, 50.0, 66.0, 68.0, 46.0, 42.0]",Male,5336.0,50.714285714285715,30.5
14.0,Frank,Eleanor,45.0,1180,2013,1696,6,"[14.0, 46.0, 20.0, 37.0, 38.0]",5,Labor Day,7923,3954,14.0,"[38.0, 45.0, 51.0, 58.0, 36.0]",Male,2273.0,45.6,31.0
55.0,Professor G.H. ,Marva Munson,48.0,4135,2004,2320,7,[69.0],1,The Ladykillers,12940,4165,69.0,"[49.0, 32.0, 48.0, 52.0, 38.0, 25.0]",Male,6455.0,40.666666666666664,69.0
151.0,Hawkeye (Nathan,Cora Munro,35.0,1758,1992,1378,12,[34.0],1,The Last of the Mohicans,10936,6422,34.0,"[31.0, 53.0, 48.0, 35.0, 45.0, 39.0, 24.0, 62.0, 25.0]",Male,3136.0,40.22222222222222,34.0
17.0,Judas,Mary Magdalene,49.0,1150,1988,731,7,"[40.0, 49.0]",3,The Last Temptation of Christ,3353,1106,40.0,"[54.0, 38.0, 49.0, 44.0, 54.0, 41.0, 65.0]",Male,1516.0,49.285714285714285,44.5
37.0,Jack,Lili,23.0,2924,1985,2299,7,"[18.0, 25.0]",3,Legend,12056,5369,18.0,"[19.0, 23.0, 61.0]",Male,4388.0,34.333333333333336,21.5
67.0,Leon'S Taxi Dri,Mathilda,53.0,776,1994,2155,2,[13.0],1,L�on: The Professional,5400,314,13.0,"[53.0, 36.0]",Male,2931.0,44.5,13.0
58.0,Victor,Sophie,25.0,2181,2010,1923,2,"[73.0, 37.0, 25.0]",3,Letters to Juliet,6630,1552,32.0,"[50.0, 32.0]",Female,3155.0,41.0,45.0
7.0,Brad Adamson,Sarah Pierce,33.0,597,2006,2891,5,"[62.0, 36.0, 4.0, 63.0, 31.0, 41.0, 39.0]",8,Little Children,5705,1262,31.0,"[33.0, 59.0, 41.0, 48.0, 45.0]",Male,1552.0,45.2,39.42857142857143
79.0,Richard Hoover,Sheryl Hoover,43.0,691,2006,2852,6,"[10.0, 34.0]",3,Little Miss Sunshine,8187,2697,34.0,"[44.0, 72.0, 51.0, 43.0, 50.0, 43.0]",Male,2638.0,50.5,22.0
102.0,Logan,Jessica,34.0,2862,1976,760,4,"[29.0, 24.0, 34.0]",3,Logan's Run,5605,1600,24.0,"[51.0, 33.0, 39.0, 34.0]",Male,3245.0,39.25,29.0
5.0,Chris Pratt,Luvlee,26.0,4468,2007,1193,9,"[18.0, 23.0, 31.0, 23.0]",5,The Lookout,11486,5300,31.0,"[26.0, 35.0, 29.0, 31.0]",Male,4993.0,30.25,23.75
30.0,Dj Drake,Kate,35.0,433,2003,1852,4,"[42.0, 32.0, 41.0]",3,Looney Tunes: Back in Action,5832,2351,32.0,"[51.0, 35.0, 53.0, 58.0]",Male,1629.0,49.25,38.333333333333336
233.0,The Once-Ler,Ted'S Mom,38.0,1662,2012,685,4,"[90.0, 31.0, 30.0]",3,The Lorax,4951,2301,30.0,"[42.0, 25.0, 68.0, 38.0]",Male,1965.0,43.25,50.333333333333336
71.0,Sam,Lucy,16.0,519,1987,1733,7,"[39.0, 22.0]",2,The Lost Boys,7164,3745,39.0,"[21.0, 16.0, 72.0, 11.0, 44.0, 21.0, 16.0]",Male,1686.0,28.714285714285715,30.5
7.0,Pete Dayton,Renee Madison,22.0,302,1997,859,7,"[30.0, 29.0, 27.0]",3,Lost Highway,3542,1857,29.0,"[53.0, 56.0, 49.0, 44.0, 36.0, 67.0, 22.0]",Male,826.0,46.714285714285715,28.666666666666668
27.0,Peter Kelson,Maya Larkin,30.0,305,2000,2303,6,"[48.0, 29.0, 32.0]",3,Lost Souls,5875,1450,29.0,"[57.0, 69.0, 60.0, 39.0, 30.0]",Male,2122.0,51.0,36.333333333333336
1.0,Robert Tooley,Rita O'Grady,34.0,2241,2010,3495,9,"[52.0, 29.0, 60.0, 47.0, 31.0, 34.0, 34.0, 25.0]",8,Made in Dagenham,8954,2560,55.0,"[54.0, 32.0, 66.0, 15.0, 57.0, 66.0, 55.0]",Female,2899.0,49.285714285714285,39.0
9.0,Javier,Maria Alvarez,23.0,2142,2004,1856,9,"[32.0, 23.0]",7,Maria Full of Grace,7181,2635,57.0,[57.0],Female,2690.0,57.0,27.5
74.0,President James,Nathalie Lake,59.0,1022,1996,693,14,"[47.0, 31.0, 15.0]",3,Mars Attacks!,5753,3712,31.0,"[27.0, 60.0, 15.0, 57.0, 71.0, 35.0, 33.0, 56.0, 59.0, 46.0, 43.0, 20.0, 52.0, 56.0]",Male,1348.0,45.0,31.0
212.0,Bret Maverick,Annabelle Brans,38.0,3636,1994,1973,4,"[32.0, 49.0]",2,Maverick,8614,1743,32.0,"[38.0, 42.0, 66.0, 58.0]",Male,4898.0,51.0,40.5
120.0,Damian,Cady Heron,18.0,2174,2004,3692,2,"[18.0, 22.0, 22.0, 19.0, 33.0, 34.0, 26.0]",7,Mean Girls,7479,989,26.0,"[26.0, 43.0]",Female,2798.0,34.5,24.857142857142858
77.0,Chairman,Sayuri,26.0,431,2005,2595,4,"[40.0, 43.0, 53.0, 34.0, 26.0]",5,Memoirs of a Geisha,5539,1686,46.0,"[46.0, 48.0, 49.0, 55.0]",Female,1258.0,49.5,39.2
56.0,Capt. Dennis De,Faith,31.0,1523,1990,103,11,[26.0],1,Memphis Belle,7267,5538,26.0,"[31.0, 41.0, 29.0, 24.0, 45.0, 23.0, 29.0, 25.0, 31.0, 19.0, 23.0]",Male,1626.0,29.09090909090909,26.0
61.0,Michael Clayton,Karen Crowder,46.0,1768,2007,902,10,[47.0],1,Michael Clayton,7440,3868,47.0,"[59.0, 52.0, 11.0, 73.0, 46.0, 45.0]",Male,2670.0,47.666666666666664,47.0
93.0,Gregg O'Hara,Jill Young,23.0,66,1998,197,9,"[43.0, 23.0]",2,Mighty Joe Young,6581,4573,43.0,"[59.0, 45.0, 43.0, 44.0, 45.0, 29.0, 52.0]",Female,1811.0,45.285714285714285,33.0
75.0,Ivan Ooze,Dulcea,52.0,43,1995,1569,12,"[20.0, 28.0, 25.0, 46.0]",4,Mighty Morphin Power Rangers: The Movie,5129,2833,28.0,"[29.0, 26.0, 25.0, 14.0, 40.0, 52.0, 46.0, 21.0, 21.0, 22.0, 39.0]",Male,727.0,30.454545454545453,29.75
81.0,Gregory Larkin,Rose Morgan,54.0,1324,1996,2088,3,"[32.0, 40.0, 72.0, 54.0]",4,The Mirror Has Two Faces,12393,5129,47.0,"[56.0, 47.0, 62.0]",Female,5176.0,55.0,49.5
1.0,Paul,Karen,51.0,1176,2009,5776,4,"[45.0, 41.0, 51.0, 45.0, 32.0, 30.0, 31.0, 20.0, 53.0, 48.0, 34.0, 19.0]",12,Mother and Child,9221,1556,61.0,"[70.0, 54.0, 61.0, 56.0]",Female,1889.0,60.25,37.416666666666664
52.0,John Klein,Connie Mills,53.0,2985,2002,2182,6,"[38.0, 48.0, 53.0, 34.0]",4,The Mothman Prophecies,8783,1971,38.0,"[74.0, 38.0, 48.0, 40.0, 53.0]",Male,4630.0,50.6,43.25
19.0,Steve Decunzo,Grace Winterbou,62.0,1156,1996,627,2,"[62.0, 47.0, 58.0, 28.0]",4,Mrs. Winterbourne,3484,1006,27.0,"[56.0, 27.0]",Female,1851.0,41.5,48.75
123.0,Rick O'Connell,Evelyn O'Connel,40.0,139,2008,3499,3,"[41.0, 46.0]",4,The Mummy: Tomb of the Dragon Emperor,6292,1284,41.0,"[46.0, 40.0]",Male,1509.0,43.0,43.5
34.0,Harry Sultenfus,Vada Sultenfuss,14.0,2126,1994,1655,12,"[35.0, 41.0, 36.0, 14.0]",5,My Girl 2,10085,5032,42.0,"[47.0, 45.0, 77.0, 42.0, 48.0, 43.0, 13.0, 56.0, 46.0, 16.0, 50.0]",Female,3398.0,43.90909090909091,31.5
179.0,Det. Lt. Frank ,Jane Spencer,65.0,669,1991,917,7,[46.0],1,The Naked Gun 2ﾽ: The Smell of Fear,4319,1816,46.0,"[65.0, 44.0, 44.0, 49.0, 39.0, 58.0]",Male,1586.0,49.833333333333336,46.0
7.0,Severen,Mae,25.0,153,1987,339,4,"[27.0, 25.0, 10.0]",3,Near Dark,2263,1351,32.0,"[13.0, 47.0, 41.0, 32.0]",Female,573.0,33.25,20.666666666666668
18.0,David Grant,Kate Grant,43.0,1200,2013,2195,8,"[81.0, 84.0, 79.0]",3,Nebraska,8330,3406,84.0,"[36.0, 43.0, 72.0, 51.0, 85.0, 77.0]",Male,2729.0,60.666666666666664,81.33333333333333
2.0,Tommy,Kathy,25.0,715,2010,2956,2,"[25.0, 64.0, 34.0, 25.0]",5,Never Let Me Go,6315,1432,27.0,"[27.0, 27.0]",Female,1927.0,27.0,37.0
37.0,Dylan,Heather Langenk,30.0,2355,1994,1139,4,"[57.0, 30.0, 24.0]",4,New Nightmare,5706,1580,8.0,"[8.0, 59.0, 47.0, 55.0]",Female,2987.0,42.25,37.0
104.0,Rick,Kristen,20.0,11,1988,1101,5,"[19.0, 19.0, 16.0]",3,A Nightmare on Elm Street 4: The Dream Master,2879,1119,19.0,"[21.0, 41.0, 21.0, 20.0]",Male,659.0,25.75,18.0
48.0,Mark,Yvonne,29.0,308,1989,1611,5,"[27.0, 26.0, 48.0, 23.0]",4,A Nightmare on Elm Street 5: The Dream Child,4031,1348,23.0,"[22.0, 38.0, 42.0, 11.0, 29.0]",Male,1072.0,28.4,31.0
99.0,Neil Gordon,Nancy Thompson,33.0,205,1987,3206,8,"[43.0, 21.0, 19.0, 23.0, 60.0, 25.0]",6,A Nightmare on Elm Street 3: Dream Warriors,7023,2157,23.0,"[40.0, 20.0, 20.0, 26.0, 33.0, 21.0, 52.0, 21.0]",Male,1660.0,29.125,31.833333333333332
333.0,Franklin M. Har,Violet Newstead,48.0,148,1980,709,2,"[43.0, 41.0]",2,Nine to Five,1368,130,41.0,"[48.0, 64.0]",Male,529.0,56.0,42.0
27.0,Richard M. Nixo,Pat Nixon,58.0,12921,1995,2122,21,"[42.0, 24.0, 53.0, 39.0]",6,Nixon,25432,9224,39.0,"[47.0, 39.0, 45.0, 57.0, 45.0, 48.0, 35.0, 56.0, 47.0, 36.0, 52.0, 81.0, 73.0, 73.0, 52.0, 34.0, 58.0, 41.0]",Male,14086.0,51.05555555555556,39.5
1.0,John,Julia,19.0,1170,2009,2042,3,"[39.0, 49.0]",2,Nowhere Boy,4468,204,39.0,"[19.0, 15.0, 56.0]",Male,2222.0,30.0,44.0
44.0,Walter Sparrow,Suicide Blonde,45.0,3676,2007,465,6,"[53.0, 30.0]",3,The Number 23,5504,1152,30.0,"[59.0, 45.0, 42.0, 15.0, 31.0, 45.0]",Male,3887.0,39.5,41.5
73.0,Everett,Penny,39.0,3537,2000,312,10,[42.0],1,"O Brother, Where Art Thou?",8229,4068,42.0,"[36.0, 39.0, 42.0, 37.0, 77.0, 43.0, 50.0, 37.0, 50.0]",Male,3849.0,45.666666666666664,42.0
384.0,Zack Mayo,Paula Pokrifki,33.0,1505,1982,2671,7,"[26.0, 25.0, 27.0]",3,An Officer and a Gentleman,10532,4894,27.0,"[48.0, 33.0, 46.0, 28.0, 26.0, 26.0, 33.0]",Male,2967.0,34.285714285714285,26.0
372.0,Norman Thayer J,Ethel Thayer,76.0,466,1981,2496,2,"[44.0, 74.0]",2,On Golden Pond,5174,258,74.0,"[59.0, 76.0]",Male,2420.0,67.5,59.0
185.0,Terry Malloy,Edie Doyle,30.0,2138,1954,1939,11,"[30.0, 37.0]",2,On the Waterfront,10553,4660,30.0,"[41.0, 29.0, 42.0, 43.0, 42.0, 30.0, 44.0]",Male,3954.0,38.714285714285715,33.5
10.0,Trevor Garfield,Ellen Henry,49.0,1880,1997,1700,6,"[32.0, 28.0]",2,One Eight Seven,6449,1777,32.0,"[27.0, 52.0, 51.0, 18.0, 49.0, 49.0]",Male,2972.0,41.0,30.0
41.0,Peter Wright,Faith Corvatch,30.0,2900,1994,3234,7,"[30.0, 67.0, 33.0, 33.0]",4,Only You,11491,3522,29.0,"[31.0, 37.0, 102.0, 31.0, 29.0, 28.0]",Female,4735.0,43.0,40.75
13.0,Huey Newton,Rita,28.0,2142,1995,160,15,[38.0],1,Panther,9602,7140,38.0,"[35.0, 59.0, 24.0, 60.0, 25.0, 28.0, 66.0, 30.0, 42.0, 42.0, 26.0, 38.0, 22.0]",Male,2302.0,38.23076923076923,38.0
212.0,Gray Grantham,Darby Shaw,26.0,860,1993,238,9,[26.0],3,The Pelican Brief,8018,5014,39.0,"[38.0, 59.0, 33.0, 39.0, 82.0, 63.0, 65.0, 48.0, 50.0]",Female,2766.0,53.0,26.0
23.0,Avery,Romina,37.0,1209,2012,1860,9,"[33.0, 38.0]",6,The Place Beyond the Pines,10271,6524,38.0,"[37.0, 55.0, 58.0, 26.0, 38.0, 32.0, 43.0]",Male,1887.0,41.285714285714285,35.5
172.0,George Taylor,Zira,45.0,1050,1968,1403,10,[46.0],1,Planet of the Apes,7844,3988,46.0,"[40.0, 44.0, 45.0, 67.0, 45.0, 46.0, 37.0, 20.0, 46.0, 47.0]",Male,2453.0,43.7,46.0
477.0,Reverend Scott,Belle Rosen,42.0,1012,1972,1156,7,"[50.0, 36.0, 30.0, 19.0]",4,The Poseidon Adventure,5697,3155,50.0,"[65.0, 53.0, 41.0, 42.0, 12.0, 55.0, 46.0]",Male,1386.0,44.857142857142854,33.75
15.0,Randolph Henry ,Maud Bailey,30.0,1007,2002,1955,5,"[29.0, 33.0, 33.0, 30.0, 63.0]",6,Possession,6332,2202,41.0,"[58.0, 51.0, 33.0, 41.0, 80.0]",Female,2175.0,52.6,37.6
70.0,Robert Angier,Olivia Wenscomb,38.0,1540,2006,1292,8,"[22.0, 24.0]",2,The Prestige,9223,5501,22.0,"[32.0, 42.0, 73.0, 61.0, 74.0, 59.0, 62.0, 38.0]",Male,2430.0,55.125,23.0
112.0,John Dillinger,Billie Frechett,46.0,1850,2009,1132,13,"[39.0, 34.0]",2,Public Enemies,7769,3864,34.0,"[37.0, 35.0, 57.0, 44.0, 36.0, 46.0, 69.0, 53.0, 35.0, 41.0, 70.0]",Male,2773.0,47.54545454545455,36.5
11.0,The Marquis De ,Madeleine,49.0,1829,2000,2313,7,"[30.0, 25.0, 41.0, 18.0]",4,Quills,10653,5295,25.0,"[26.0, 55.0, 45.0, 67.0, 49.0]",Male,3045.0,48.4,28.5
51.0,Herbie Stempel,Toby Stempel,37.0,2917,1994,951,11,"[73.0, 27.0, 37.0]",3,Quiz Show,12807,8559,37.0,"[45.0, 65.0, 67.0, 40.0, 32.0, 37.0, 39.0, 72.0, 68.0, 66.0]",Male,3297.0,53.1,45.666666666666664
2.0,Howie,Nat,42.0,753,2010,1688,2,"[39.0, 34.0, 62.0]",3,Rabbit Hole,3808,559,62.0,"[42.0, 23.0]",Male,1561.0,32.5,45.0
260.0,Remy,Colette,38.0,759,2007,1054,10,[43.0],1,Ratatouille,7653,4786,43.0,"[69.0, 47.0, 37.0, 35.0, 60.0, 38.0, 76.0]",Male,1813.0,51.714285714285715,43.0
39.0,Mark Cohen,Mimi Marquez,34.0,637,2005,2897,6,"[30.0, 34.0, 26.0]",3,Rent,8499,3701,26.0,"[34.0, 34.0, 34.0, 35.0, 36.0]",Male,1901.0,34.6,30.0
5.0,Harry Goldfarb,Sara Goldfarb,29.0,549,2000,3211,6,"[30.0, 68.0]",2,Requiem for a Dream,8121,2199,68.0,"[32.0, 44.0, 29.0, 41.0, 45.0, 28.0]",Male,2711.0,36.5,49.0
52.0,Bob Rueland,Grace Briggs,40.0,906,2000,1748,8,"[30.0, 39.0]",3,Return to Me,5459,1841,30.0,"[40.0, 45.0, 63.0, 46.0, 76.0, 75.0, 70.0]",Male,1870.0,59.285714285714285,34.5
193.0,Noah,Rachel,34.0,1848,2002,911,4,"[18.0, 19.0, 34.0, 40.0, 34.0]",5,The Ring,5942,1792,28.0,"[50.0, 38.0, 28.0]",Female,3239.0,38.666666666666664,29.0
91.0,Romeo,Juliet,22.0,280,1996,3172,10,"[44.0, 17.0, 55.0]",3,Romeo + Juliet,9464,3969,17.0,"[22.0, 40.0, 27.0, 50.0, 57.0, 26.0, 33.0, 22.0, 26.0, 32.0]",Male,2323.0,33.5,38.666666666666664
9.0,Sean Bateman,Lauren Hynde,25.0,1424,2002,2474,9,"[20.0, 24.0, 61.0, 58.0]",4,The Rules of Attraction,9782,4667,24.0,"[22.0, 41.0, 24.0, 32.0, 25.0, 27.0]",Male,2641.0,28.5,40.75
45.0,Lloyd Dobler,Diane Court,23.0,1047,1989,2939,5,"[22.0, 18.0, 19.0]",3,Say Anything...,8131,1975,19.0,"[42.0, 49.0, 20.0, 23.0, 23.0]",Male,3217.0,31.4,19.666666666666668
109.0,Professor,Cindy,25.0,519,2001,1190,9,"[31.0, 25.0, 28.0]",3,Scary Movie 2,8746,5751,55.0,"[21.0, 37.0, 35.0, 54.0, 41.0, 55.0, 30.0, 29.0, 21.0]",Female,1805.0,35.888888888888886,28.0
202.0,Randy,Sidney,23.0,695,1996,2932,4,"[21.0, 32.0, 23.0, 23.0]",6,Scream,7426,2929,26.0,"[25.0, 26.0, 55.0, 26.0]",Female,1565.0,33.0,24.75
128.0,Det. Frank Kell,Helen Cruger,49.0,2556,1989,1138,5,[35.0],1,Sea of Love,6616,1784,35.0,"[49.0, 37.0, 42.0, 30.0, 34.0]",Male,3694.0,38.4,35.0
65.0,Lucien Laurin,Penny Chenery,45.0,2843,2010,603,11,"[19.0, 59.0, 45.0]",3,Secretariat,8896,4362,57.0,"[36.0, 68.0, 51.0, 47.0, 57.0, 70.0, 55.0]",Female,3931.0,54.857142857142854,41.0
1.0,Mason,Jayden,29.0,1572,2013,1008,5,[17.0],2,Short Term 12,4912,1466,17.0,"[22.0, 29.0, 32.0]",Male,2438.0,27.666666666666668,17.0
81.0,Paden,Stella,38.0,1122,1985,1116,12,"[26.0, 40.0, 32.0, 40.0]",4,Silverado,7841,5154,40.0,"[45.0, 44.0, 66.0, 40.0, 43.0, 30.0, 39.0, 37.0, 38.0, 46.0, 33.0]",Male,1571.0,41.90909090909091,34.5
30.0,Hank,Sarah,43.0,1732,1998,1930,5,[34.0],2,A Simple Plan,9383,3978,34.0,"[56.0, 43.0, 43.0, 37.0]",Male,3475.0,44.75,34.0
10.0,George,Charley,49.0,2187,2009,1047,4,[49.0],2,A Single Man,5713,1571,49.0,"[49.0, 30.0, 31.0, 20.0]",Male,3095.0,32.5,49.0
16.0,Auggie Wren,Ruby Mcnutt,56.0,3811,1995,1549,10,"[31.0, 27.0, 51.0]",3,Smoke,14822,8471,51.0,"[56.0, 34.0, 34.0, 37.0, 45.0, 32.0, 28.0, 61.0]",Male,4802.0,40.875,36.333333333333336
495.0,Cledus,Carrie,31.0,62,1977,0,5,[31.0],1,Smokey and the Bandit,3081,1905,40.0,[40.0],Female,1176.0,40.0,31.0
